Autor1,Autor2,Evento
Larissa Kiana Santos Azevedo Martins,Tayana Nery Franca,WASHES
Larissa Kiana Santos Azevedo Martins,Taís Pinheiro Borges Silva,WASHES
Larissa Kiana Santos Azevedo Martins,Vanessa Michalsky Barbosa,WASHES
Nayana Borges das Mercês,Tayana Nery Franca,WASHES
Nayana Borges das Mercês,Taís Pinheiro Borges Silva,WASHES
Nayana Borges das Mercês,Vanessa Michalsky Barbosa,WASHES
Tayana Nery Franca,Taís Pinheiro Borges Silva,WASHES
Tayana Nery Franca,Vanessa Michalsky Barbosa,WASHES
Taís Pinheiro Borges Silva,Vanessa Michalsky Barbosa,WASHES
Ana Solórzano,Andrea Charão,WEI
Ana Solórzano,Cassiano Schneider,WEI
Andrea Charão,Cassiano Schneider,WEI
Ismael Araújo Ramos,Márcio André Baima Amora,SEMISH
Bruna M. Dalmoro,Soraia R. Musse,SEMISH
Daiane M. Pereira,Rodrigo S. Couto,WPerformance
Juan Colonna,Marco Cristo,SBCUP
Juan Colonna,Nabson Silva,SBCUP
Marco Cristo,Nabson Silva,SBCUP
Claudia Brandelero Rizzi,Daniel Antonio Karling,WEI
Claudia Brandelero Rizzi,Rogério Luis Rizzi,WEI
Daniel Antonio Karling,Rogério Luis Rizzi,WEI
Carla Ilane Moreira Bezerra,Gustavo Ivens Oliveira Silva,WEI
Carla Ilane Moreira Bezerra,José Robertty de Freitas Costa,WEI
Carla Ilane Moreira Bezerra,Paulo Miranda e Silva Sousa,WEI
Carla Ilane Moreira Bezerra,Victor de Souza Lima,WEI
Carla Ilane Moreira Bezerra,Wladimir Araújo Tavares,WEI
Gustavo Ivens Oliveira Silva,José Robertty de Freitas Costa,WEI
Gustavo Ivens Oliveira Silva,Paulo Miranda e Silva Sousa,WEI
Gustavo Ivens Oliveira Silva,Victor de Souza Lima,WEI
Gustavo Ivens Oliveira Silva,Wladimir Araújo Tavares,WEI
José Robertty de Freitas Costa,Paulo Miranda e Silva Sousa,WEI
José Robertty de Freitas Costa,Victor de Souza Lima,WEI
José Robertty de Freitas Costa,Wladimir Araújo Tavares,WEI
Paulo Miranda e Silva Sousa,Victor de Souza Lima,WEI
Paulo Miranda e Silva Sousa,Wladimir Araújo Tavares,WEI
Victor de Souza Lima,Wladimir Araújo Tavares,WEI
Jailma da silva,Renata Figueiredo,WIT
Jailma da silva,Sheyla Medeiros,WIT
Jailma da silva,Thaíse Costa,WIT
Jailma da silva,Vanessa Dantas,WIT
Renata Figueiredo,Sheyla Medeiros,WIT
Renata Figueiredo,Thaíse Costa,WIT
Renata Figueiredo,Vanessa Dantas,WIT
Sheyla Medeiros,Thaíse Costa,WIT
Sheyla Medeiros,Vanessa Dantas,WIT
Thaíse Costa,Vanessa Dantas,WIT
Carla M. Paxiúba,Josivan R. Reis,WIT
Carla M. Paxiúba,Luiz Henrique C. Nunes,WIT
Carla M. Paxiúba,Mariana W. B. Nascimento,WIT
Carla M. Paxiúba,Márcio J. M. Ponte,WIT
Carla M. Paxiúba,Roberto P. Nascimento,WIT
Josivan R. Reis,Luiz Henrique C. Nunes,WIT
Josivan R. Reis,Mariana W. B. Nascimento,WIT
Josivan R. Reis,Márcio J. M. Ponte,WIT
Josivan R. Reis,Roberto P. Nascimento,WIT
Luiz Henrique C. Nunes,Mariana W. B. Nascimento,WIT
Luiz Henrique C. Nunes,Márcio J. M. Ponte,WIT
Luiz Henrique C. Nunes,Roberto P. Nascimento,WIT
Mariana W. B. Nascimento,Márcio J. M. Ponte,WIT
Mariana W. B. Nascimento,Roberto P. Nascimento,WIT
Márcio J. M. Ponte,Roberto P. Nascimento,WIT
Elisandra Silva,Sandra Oliveira,WIT
Elisandra Silva,Thais Sousa,WIT
Sandra Oliveira,Thais Sousa,WIT
Juliana Freire,Laís M. A. Rocha,CTD
Juliana Freire,Mirella M. Moro,CTD
Laís M. A. Rocha,Mirella M. Moro,CTD
Débora Zumpichiatti,Janaina Gomide,WEI
Débora Zumpichiatti,João Pinheiro,WEI
Débora Zumpichiatti,Julia Godinho,WEI
Débora Zumpichiatti,Yuri Guedes ,WEI
Janaina Gomide,João Pinheiro,WEI
Janaina Gomide,Julia Godinho,WEI
Janaina Gomide,Yuri Guedes ,WEI
João Pinheiro,Julia Godinho,WEI
João Pinheiro,Yuri Guedes ,WEI
Julia Godinho,Yuri Guedes ,WEI
Bianca Santana,Camille Jesus,WEI
Bianca Santana,Roberto Bittencourt,WEI
Camille Jesus,Roberto Bittencourt,WEI
Gláucia Braga e Silva,Maria Dalila Vieira,WIT
Gláucia Braga e Silva,Thais Regina de M. B. Silva,WIT
Maria Dalila Vieira,Thais Regina de M. B. Silva,WIT
Ana Luísa S. Milson,Luísa M. Laboissiere,WIT
Ana Luísa S. Milson,Marcella D. Ferreira,WIT
Ana Luísa S. Milson,Michele A. Brandão,WIT
Ana Luísa S. Milson,Rodrigo Cardoso,WIT
Luísa M. Laboissiere,Marcella D. Ferreira,WIT
Luísa M. Laboissiere,Michele A. Brandão,WIT
Luísa M. Laboissiere,Rodrigo Cardoso,WIT
Marcella D. Ferreira,Michele A. Brandão,WIT
Marcella D. Ferreira,Rodrigo Cardoso,WIT
Michele A. Brandão,Rodrigo Cardoso,WIT
Ana Alencar,Anna Marques,WIT
Ana Alencar,Valéria Pinheiro,WIT
Anna Marques,Valéria Pinheiro,WIT
Alexandre Cezar,Ana Shirley Ferreira Silva,ETC
Alexandre Cezar,Carlos Vinícius Gomes Costa Lima,ETC
Alexandre Cezar,Julio Araujo,ETC
Alexandre Cezar,Vinicius Fernandes dos Santos,ETC
Ana Shirley Ferreira Silva,Carlos Vinícius Gomes Costa Lima,ETC
Ana Shirley Ferreira Silva,Julio Araujo,ETC
Ana Shirley Ferreira Silva,Vinicius Fernandes dos Santos,ETC
Carlos Vinícius Gomes Costa Lima,Julio Araujo,ETC
Carlos Vinícius Gomes Costa Lima,Vinicius Fernandes dos Santos,ETC
Julio Araujo,Vinicius Fernandes dos Santos,ETC
Celso A. Weffort-Santos,Christiane N. Campos,CTD
Celso A. Weffort-Santos,Rafael C. S. Schouery,CTD
Christiane N. Campos,Rafael C. S. Schouery,CTD
Manoel Campêlo,Pedro Jorge de Abreu Figueredo,ETC
Antonia Raiane Santos Araujo Cruz,Antônio Deivid Santos Costa,ENCompIF
Alexandre Pereira do Carmo,Douglas Almonfrey,SBCUP
Alexandre Pereira do Carmo,Felippe Mendonça de Queiroz,SBCUP
Alexandre Pereira do Carmo,Pedro Vinicius dos Santos Custodio,SBCUP
Alexandre Pereira do Carmo,Raquel Frizera Vassallo,SBCUP
Alexandre Pereira do Carmo,Wagner Augusto Aranda Cotta,SBCUP
Douglas Almonfrey,Felippe Mendonça de Queiroz,SBCUP
Douglas Almonfrey,Pedro Vinicius dos Santos Custodio,SBCUP
Douglas Almonfrey,Raquel Frizera Vassallo,SBCUP
Douglas Almonfrey,Wagner Augusto Aranda Cotta,SBCUP
Felippe Mendonça de Queiroz,Pedro Vinicius dos Santos Custodio,SBCUP
Felippe Mendonça de Queiroz,Raquel Frizera Vassallo,SBCUP
Felippe Mendonça de Queiroz,Wagner Augusto Aranda Cotta,SBCUP
Pedro Vinicius dos Santos Custodio,Raquel Frizera Vassallo,SBCUP
Pedro Vinicius dos Santos Custodio,Wagner Augusto Aranda Cotta,SBCUP
Raquel Frizera Vassallo,Wagner Augusto Aranda Cotta,SBCUP
Bruno Clemente,Bruno Coutinho,ENCompIF
Bruno Clemente,Paulo Sabaini,ENCompIF
Bruno Coutinho,Paulo Sabaini,ENCompIF
Denis Rosário,Eduardo Cerqueira,WPerformance
Denis Rosário,Helder Oliveira,WPerformance
Denis Rosário,Rafael Lopes,WPerformance
Eduardo Cerqueira,Helder Oliveira,WPerformance
Eduardo Cerqueira,Rafael Lopes,WPerformance
Helder Oliveira,Rafael Lopes,WPerformance
Matheus Henrique Junqueira Saldanha,Paulo Sérgio Lopes de Souza,CTIC
Carlos Storck,Efrem Lousada,SBCUP
Carlos Storck,Fátima Duarte-Figueiredo,SBCUP
Carlos Storck,Raquel Mini,SBCUP
Efrem Lousada,Fátima Duarte-Figueiredo,SBCUP
Efrem Lousada,Raquel Mini,SBCUP
Fátima Duarte-Figueiredo,Raquel Mini,SBCUP
Diego L. Cardoso,Igor W. A. Falcão,WPerformance
Diego L. Cardoso,Marcos C. R. Seruffo,WPerformance
Diego L. Cardoso,Rafael F. Vieira,WPerformance
Igor W. A. Falcão,Marcos C. R. Seruffo,WPerformance
Igor W. A. Falcão,Rafael F. Vieira,WPerformance
Marcos C. R. Seruffo,Rafael F. Vieira,WPerformance
Rafael C. S. Schouery,Yulle G. F. Borges,ETC
Isabela Gasparini,Suzany Angeli,WIT
Isabela Gasparini,Sílvia Amélia Bim,WIT
Suzany Angeli,Sílvia Amélia Bim,WIT
Elloá Guedes,Giovana Lucca,WIT
Elloá Guedes,Juliany Raiol,WIT
Elloá Guedes,Nicoli Araújo,WIT
Elloá Guedes,Rafaela Sousa,WIT
Giovana Lucca,Juliany Raiol,WIT
Giovana Lucca,Nicoli Araújo,WIT
Giovana Lucca,Rafaela Sousa,WIT
Juliany Raiol,Nicoli Araújo,WIT
Juliany Raiol,Rafaela Sousa,WIT
Nicoli Araújo,Rafaela Sousa,WIT
Caroline Collange,Fernando Magno Quintão Pereira,CTD
Caroline Collange,Marcos Yukio Siraichi,CTD
Caroline Collange,Vinicius F. dos Santos,CTD
Fernando Magno Quintão Pereira,Marcos Yukio Siraichi,CTD
Fernando Magno Quintão Pereira,Vinicius F. dos Santos,CTD
Marcos Yukio Siraichi,Vinicius F. dos Santos,CTD
Edson M. da Costa,Jailton W. Tavares,ENCompIF
Edson M. da Costa,Patrícia P. Diniz,ENCompIF
Edson M. da Costa,Renato H. Torres,ENCompIF
Edson M. da Costa,Wallyson O. das Mecês,ENCompIF
Jailton W. Tavares,Patrícia P. Diniz,ENCompIF
Jailton W. Tavares,Renato H. Torres,ENCompIF
Jailton W. Tavares,Wallyson O. das Mecês,ENCompIF
Patrícia P. Diniz,Renato H. Torres,ENCompIF
Patrícia P. Diniz,Wallyson O. das Mecês,ENCompIF
Renato H. Torres,Wallyson O. das Mecês,ENCompIF
Fabiano Oliveira,Flavia Bonomo,ETC
Fabiano Oliveira,Jayme L. Szwarcfiter,ETC
Fabiano Oliveira,Moysés Sampaio Jr,ETC
Flavia Bonomo,Jayme L. Szwarcfiter,ETC
Flavia Bonomo,Moysés Sampaio Jr,ETC
Jayme L. Szwarcfiter,Moysés Sampaio Jr,ETC
Brendo Cavalcante,Bruno Gadelha,SEMISH
Brendo Cavalcante,João Gustavo Kienen,SEMISH
Brendo Cavalcante,Julia Luiza da Conceição,SEMISH
Brendo Cavalcante,Rosiane Freitas,SEMISH
Brendo Cavalcante,Sérgio Anders,SEMISH
Bruno Gadelha,João Gustavo Kienen,SEMISH
Bruno Gadelha,Julia Luiza da Conceição,SEMISH
Bruno Gadelha,Rosiane Freitas,SEMISH
Bruno Gadelha,Sérgio Anders,SEMISH
João Gustavo Kienen,Julia Luiza da Conceição,SEMISH
João Gustavo Kienen,Rosiane Freitas,SEMISH
João Gustavo Kienen,Sérgio Anders,SEMISH
Julia Luiza da Conceição,Rosiane Freitas,SEMISH
Julia Luiza da Conceição,Sérgio Anders,SEMISH
Rosiane Freitas,Sérgio Anders,SEMISH
Carla Delgado,Daniel S. Menasché,WPerformance
Carla Delgado,Felipe Assis,WPerformance
Carla Delgado,João Ismael Pinheiro,WPerformance
Carla Delgado,Mateus S. Nogueira,WPerformance
Daniel S. Menasché,Felipe Assis,WPerformance
Daniel S. Menasché,João Ismael Pinheiro,WPerformance
Daniel S. Menasché,Mateus S. Nogueira,WPerformance
Felipe Assis,João Ismael Pinheiro,WPerformance
Felipe Assis,Mateus S. Nogueira,WPerformance
João Ismael Pinheiro,Mateus S. Nogueira,WPerformance
Esdras Bispo Jr.,Liliane S. S. Fonseca,WEI
Esdras Bispo Jr.,Simone C. Santos,WEI
Liliane S. S. Fonseca,Simone C. Santos,WEI
Ana L. C. Bazzan,Bruno C. da Silva,CTD
Ana L. C. Bazzan,Gabriel O. Ramos,CTD
Bruno C. da Silva,Gabriel O. Ramos,CTD
Bruno Kalel da Silva,Fábio José Alves,ENCompIF
Bruno Kalel da Silva,Gabryella Rocha Rodrigues,ENCompIF
Bruno Kalel da Silva,Leonardo da Silva Moraes,ENCompIF
Bruno Kalel da Silva,Rita Rocha Kasahara,ENCompIF
Fábio José Alves,Gabryella Rocha Rodrigues,ENCompIF
Fábio José Alves,Leonardo da Silva Moraes,ENCompIF
Fábio José Alves,Rita Rocha Kasahara,ENCompIF
Gabryella Rocha Rodrigues,Leonardo da Silva Moraes,ENCompIF
Gabryella Rocha Rodrigues,Rita Rocha Kasahara,ENCompIF
Leonardo da Silva Moraes,Rita Rocha Kasahara,ENCompIF
Beatriz Chicaroni,Camila Sass,WIT
Beatriz Chicaroni,Carla Rodriguez,WIT
Beatriz Chicaroni,Denise Goya,WIT
Beatriz Chicaroni,Lara Tenore,WIT
Beatriz Chicaroni,Lidia Ferreira,WIT
Beatriz Chicaroni,Maria Eduarda Brandão,WIT
Beatriz Chicaroni,Melissa Lins,WIT
Beatriz Chicaroni,Poliana Ferreira,WIT
Beatriz Chicaroni,Rafaela V. Rocha,WIT
Beatriz Chicaroni,Rosimeire Santana,WIT
Camila Sass,Carla Rodriguez,WIT
Camila Sass,Denise Goya,WIT
Camila Sass,Lara Tenore,WIT
Camila Sass,Lidia Ferreira,WIT
Camila Sass,Maria Eduarda Brandão,WIT
Camila Sass,Melissa Lins,WIT
Camila Sass,Poliana Ferreira,WIT
Camila Sass,Rafaela V. Rocha,WIT
Camila Sass,Rosimeire Santana,WIT
Carla Rodriguez,Denise Goya,WIT
Carla Rodriguez,Lara Tenore,WIT
Carla Rodriguez,Lidia Ferreira,WIT
Carla Rodriguez,Maria Eduarda Brandão,WIT
Carla Rodriguez,Melissa Lins,WIT
Carla Rodriguez,Poliana Ferreira,WIT
Carla Rodriguez,Rafaela V. Rocha,WIT
Carla Rodriguez,Rosimeire Santana,WIT
Denise Goya,Lara Tenore,WIT
Denise Goya,Lidia Ferreira,WIT
Denise Goya,Maria Eduarda Brandão,WIT
Denise Goya,Melissa Lins,WIT
Denise Goya,Poliana Ferreira,WIT
Denise Goya,Rafaela V. Rocha,WIT
Denise Goya,Rosimeire Santana,WIT
Lara Tenore,Lidia Ferreira,WIT
Lara Tenore,Maria Eduarda Brandão,WIT
Lara Tenore,Melissa Lins,WIT
Lara Tenore,Poliana Ferreira,WIT
Lara Tenore,Rafaela V. Rocha,WIT
Lara Tenore,Rosimeire Santana,WIT
Lidia Ferreira,Maria Eduarda Brandão,WIT
Lidia Ferreira,Melissa Lins,WIT
Lidia Ferreira,Poliana Ferreira,WIT
Lidia Ferreira,Rafaela V. Rocha,WIT
Lidia Ferreira,Rosimeire Santana,WIT
Maria Eduarda Brandão,Melissa Lins,WIT
Maria Eduarda Brandão,Poliana Ferreira,WIT
Maria Eduarda Brandão,Rafaela V. Rocha,WIT
Maria Eduarda Brandão,Rosimeire Santana,WIT
Melissa Lins,Poliana Ferreira,WIT
Melissa Lins,Rafaela V. Rocha,WIT
Melissa Lins,Rosimeire Santana,WIT
Poliana Ferreira,Rafaela V. Rocha,WIT
Poliana Ferreira,Rosimeire Santana,WIT
Rafaela V. Rocha,Rosimeire Santana,WIT
Adrya Araújo,Bruna Mariana F. de Souza,WIT
Adrya Araújo,Fabiola Guerra Nakamura,WIT
Adrya Araújo,Jeovana Leão,WIT
Adrya Araújo,Julis Figueira de Araújo,WIT
Adrya Araújo,Kalil Ferreira,WIT
Adrya Araújo,Mariana Barros,WIT
Adrya Araújo,Tanara Lauschner,WIT
Bruna Mariana F. de Souza,Fabiola Guerra Nakamura,WIT
Bruna Mariana F. de Souza,Jeovana Leão,WIT
Bruna Mariana F. de Souza,Julis Figueira de Araújo,WIT
Bruna Mariana F. de Souza,Kalil Ferreira,WIT
Bruna Mariana F. de Souza,Mariana Barros,WIT
Bruna Mariana F. de Souza,Tanara Lauschner,WIT
Fabiola Guerra Nakamura,Jeovana Leão,WIT
Fabiola Guerra Nakamura,Julis Figueira de Araújo,WIT
Fabiola Guerra Nakamura,Kalil Ferreira,WIT
Fabiola Guerra Nakamura,Mariana Barros,WIT
Fabiola Guerra Nakamura,Tanara Lauschner,WIT
Jeovana Leão,Julis Figueira de Araújo,WIT
Jeovana Leão,Kalil Ferreira,WIT
Jeovana Leão,Mariana Barros,WIT
Jeovana Leão,Tanara Lauschner,WIT
Julis Figueira de Araújo,Kalil Ferreira,WIT
Julis Figueira de Araújo,Mariana Barros,WIT
Julis Figueira de Araújo,Tanara Lauschner,WIT
Kalil Ferreira,Mariana Barros,WIT
Kalil Ferreira,Tanara Lauschner,WIT
Mariana Barros,Tanara Lauschner,WIT
Anderson Viçoso de Araújo,Felício Gobbi Hoffmann Santos Pereira,WEI
Anderson Viçoso de Araújo,Graziela Santos de Araújo,WEI
Anderson Viçoso de Araújo,Heitor Batistela Zunta,WEI
Anderson Viçoso de Araújo,Luciana Montera Cheung,WEI
Felício Gobbi Hoffmann Santos Pereira,Graziela Santos de Araújo,WEI
Felício Gobbi Hoffmann Santos Pereira,Heitor Batistela Zunta,WEI
Felício Gobbi Hoffmann Santos Pereira,Luciana Montera Cheung,WEI
Graziela Santos de Araújo,Heitor Batistela Zunta,WEI
Graziela Santos de Araújo,Luciana Montera Cheung,WEI
Heitor Batistela Zunta,Luciana Montera Cheung,WEI
Anelise Souza Rocha,Douglas Farias Cordeiro,WIT
Anelise Souza Rocha,Kátia Kelvis Cassiano,WIT
Anelise Souza Rocha,Nubia Rosa da Silva,WIT
Douglas Farias Cordeiro,Kátia Kelvis Cassiano,WIT
Douglas Farias Cordeiro,Nubia Rosa da Silva,WIT
Kátia Kelvis Cassiano,Nubia Rosa da Silva,WIT
Adenauer Yamin,Ana Marilza Pernas,SBCUP
Adenauer Yamin,Felipe Haertel,SBCUP
Adenauer Yamin,Leandro Camargo,SBCUP
Ana Marilza Pernas,Felipe Haertel,SBCUP
Ana Marilza Pernas,Leandro Camargo,SBCUP
Felipe Haertel,Leandro Camargo,SBCUP
Denis Rosário,Eduardo Cerqueira,SBCUP
Denis Rosário,Eduardo Lima,SBCUP
Denis Rosário,Helder Oliveira,SBCUP
Denis Rosário,Jean Moraes,SBCUP
Denis Rosário,Nagib Matni,SBCUP
Eduardo Cerqueira,Eduardo Lima,SBCUP
Eduardo Cerqueira,Helder Oliveira,SBCUP
Eduardo Cerqueira,Jean Moraes,SBCUP
Eduardo Cerqueira,Nagib Matni,SBCUP
Eduardo Lima,Helder Oliveira,SBCUP
Eduardo Lima,Jean Moraes,SBCUP
Eduardo Lima,Nagib Matni,SBCUP
Helder Oliveira,Jean Moraes,SBCUP
Helder Oliveira,Nagib Matni,SBCUP
Jean Moraes,Nagib Matni,SBCUP
Antônio Mauro B. Oliveira,Francisco S. Júnior,WASHES
Antônio Mauro B. Oliveira,Henrique V. Oliveira,WASHES
Antônio Mauro B. Oliveira,Matheus F. de Oliveira,WASHES
Antônio Mauro B. Oliveira,Renato A. C. Freitas,WASHES
Antônio Mauro B. Oliveira,Silvio R. Evangelista,WASHES
Francisco S. Júnior,Henrique V. Oliveira,WASHES
Francisco S. Júnior,Matheus F. de Oliveira,WASHES
Francisco S. Júnior,Renato A. C. Freitas,WASHES
Francisco S. Júnior,Silvio R. Evangelista,WASHES
Henrique V. Oliveira,Matheus F. de Oliveira,WASHES
Henrique V. Oliveira,Renato A. C. Freitas,WASHES
Henrique V. Oliveira,Silvio R. Evangelista,WASHES
Matheus F. de Oliveira,Renato A. C. Freitas,WASHES
Matheus F. de Oliveira,Silvio R. Evangelista,WASHES
Renato A. C. Freitas,Silvio R. Evangelista,WASHES
Audir da Costa Oliveira Filho,Christiane Borges Santos,WIT
Isa Neves,Laila Pereira Mota,WEI
Ariadne Costa,Luciana Trento Raineri,CTIC
Ariadne Costa,Rafael Silva Del Lama,CTIC
Ariadne Costa,Raquel Mariana Candido,CTIC
Ariadne Costa,Renato Tinos,CTIC
Luciana Trento Raineri,Rafael Silva Del Lama,CTIC
Luciana Trento Raineri,Raquel Mariana Candido,CTIC
Luciana Trento Raineri,Renato Tinos,CTIC
Rafael Silva Del Lama,Raquel Mariana Candido,CTIC
Rafael Silva Del Lama,Renato Tinos,CTIC
Raquel Mariana Candido,Renato Tinos,CTIC
Ana Rita Mazzini,Andre Du Bois,WEI
Ana Rita Mazzini,Clause Piana,WEI
Ana Rita Mazzini,Johnny Marques,WEI
Ana Rita Mazzini,Luciana Foss,WEI
Ana Rita Mazzini,Placida Oliveira,WEI
Ana Rita Mazzini,Renata Reiser,WEI
Ana Rita Mazzini,Simone Cavalheiro,WEI
Andre Du Bois,Clause Piana,WEI
Andre Du Bois,Johnny Marques,WEI
Andre Du Bois,Luciana Foss,WEI
Andre Du Bois,Placida Oliveira,WEI
Andre Du Bois,Renata Reiser,WEI
Andre Du Bois,Simone Cavalheiro,WEI
Clause Piana,Johnny Marques,WEI
Clause Piana,Luciana Foss,WEI
Clause Piana,Placida Oliveira,WEI
Clause Piana,Renata Reiser,WEI
Clause Piana,Simone Cavalheiro,WEI
Johnny Marques,Luciana Foss,WEI
Johnny Marques,Placida Oliveira,WEI
Johnny Marques,Renata Reiser,WEI
Johnny Marques,Simone Cavalheiro,WEI
Luciana Foss,Placida Oliveira,WEI
Luciana Foss,Renata Reiser,WEI
Luciana Foss,Simone Cavalheiro,WEI
Placida Oliveira,Renata Reiser,WEI
Placida Oliveira,Simone Cavalheiro,WEI
Renata Reiser,Simone Cavalheiro,WEI
Augusto Venâncio Neto,Denis do Rosário,SBCUP
Augusto Venâncio Neto,Eduardo Cerqueira,SBCUP
Augusto Venâncio Neto,Wanderson Modesto,SBCUP
Denis do Rosário,Eduardo Cerqueira,SBCUP
Denis do Rosário,Wanderson Modesto,SBCUP
Eduardo Cerqueira,Wanderson Modesto,SBCUP
Karin Komati,Kelly Gazolli,ENCompIF
Karin Komati,Wander Fernandes Junior,ENCompIF
Kelly Gazolli,Wander Fernandes Junior,ENCompIF
Bruno P. Oliveira,Felipe A. Ferreira,SEMISH
Bruno P. Oliveira,Hélio Lopes,SEMISH
Bruno P. Oliveira,Rodrigo V. Kassick,SEMISH
Bruno P. Oliveira,Vinícius Furlan,SEMISH
Felipe A. Ferreira,Hélio Lopes,SEMISH
Felipe A. Ferreira,Rodrigo V. Kassick,SEMISH
Felipe A. Ferreira,Vinícius Furlan,SEMISH
Hélio Lopes,Rodrigo V. Kassick,SEMISH
Hélio Lopes,Vinícius Furlan,SEMISH
Rodrigo V. Kassick,Vinícius Furlan,SEMISH
Alberto H. F. Laender,João M. M. C. Cota,SEMISH
Alberto H. F. Laender,Raquel O. Prates,SEMISH
João M. M. C. Cota,Raquel O. Prates,SEMISH
Herleson Paiva Pontes,Juliana Pereira Cabral,SEMISH
Anderson Lemos,Olga Goussevskaia,CTD
Anderson Lemos,Vinicius F. dos Santos,CTD
Olga Goussevskaia,Vinicius F. dos Santos,CTD
Erickson R. Nascimento,Mario F. M. Campos,CTD
Erickson R. Nascimento,Michel M. Silva,CTD
Mario F. M. Campos,Michel M. Silva,CTD
Francisco de Assis Boldt,Jefferson Oliveira Andrade,SEMISH
Francisco de Assis Boldt,Karin Satie Komati,SEMISH
Francisco de Assis Boldt,Leandro Rodrigues Ramos,SEMISH
Jefferson Oliveira Andrade,Karin Satie Komati,SEMISH
Jefferson Oliveira Andrade,Leandro Rodrigues Ramos,SEMISH
Karin Satie Komati,Leandro Rodrigues Ramos,SEMISH
André Luiz Alves,Danielly Rayanne M. Lima,ENCompIF
André Luiz Alves,Raissa Ohana F. O e Silva,ENCompIF
André Luiz Alves,Álvaro Getúlio Medeiros,ENCompIF
Danielly Rayanne M. Lima,Raissa Ohana F. O e Silva,ENCompIF
Danielly Rayanne M. Lima,Álvaro Getúlio Medeiros,ENCompIF
Raissa Ohana F. O e Silva,Álvaro Getúlio Medeiros,ENCompIF
Max Filipe da Costa Braga,Orlando Shigueo Ohashi Junior,SEMISH
Max Filipe da Costa Braga,Renato Hidaka Torres,SEMISH
Max Filipe da Costa Braga,Wilson Rogério Soares e Silva,SEMISH
Orlando Shigueo Ohashi Junior,Renato Hidaka Torres,SEMISH
Orlando Shigueo Ohashi Junior,Wilson Rogério Soares e Silva,SEMISH
Renato Hidaka Torres,Wilson Rogério Soares e Silva,SEMISH
Denis Rosário,Derian Sobral,SEMISH
Denis Rosário,Fábio Araújo,SEMISH
Denis Rosário,Helder Oliveira,SEMISH
Denis Rosário,Stefany Pinheiro,SEMISH
Derian Sobral,Fábio Araújo,SEMISH
Derian Sobral,Helder Oliveira,SEMISH
Derian Sobral,Stefany Pinheiro,SEMISH
Fábio Araújo,Helder Oliveira,SEMISH
Fábio Araújo,Stefany Pinheiro,SEMISH
Helder Oliveira,Stefany Pinheiro,SEMISH
Bruno Silvestre,Eliseu Germano,SBCUP
Bruno Silvestre,Sergio Carvalho,SBCUP
Eliseu Germano,Sergio Carvalho,SBCUP
Luiz C. V. dos Santos,Marleson Graf,CTD
Ana Luísa S. Milson,Daniel H. Dalip,WIT
Ana Luísa S. Milson,Indra Matsiendra C. D. Ribeiro,WIT
Ana Luísa S. Milson,Izabela A. Andrade,WIT
Ana Luísa S. Milson,Julia M. M. Gonçalves,WIT
Ana Luísa S. Milson,Luísa M. Laboissiere,WIT
Ana Luísa S. Milson,Marcella D. Ferreira,WIT
Ana Luísa S. Milson,Michele A. Brandão,WIT
Ana Luísa S. Milson,Mirella M. Moro,WIT
Daniel H. Dalip,Indra Matsiendra C. D. Ribeiro,WIT
Daniel H. Dalip,Izabela A. Andrade,WIT
Daniel H. Dalip,Julia M. M. Gonçalves,WIT
Daniel H. Dalip,Luísa M. Laboissiere,WIT
Daniel H. Dalip,Marcella D. Ferreira,WIT
Daniel H. Dalip,Michele A. Brandão,WIT
Daniel H. Dalip,Mirella M. Moro,WIT
Indra Matsiendra C. D. Ribeiro,Izabela A. Andrade,WIT
Indra Matsiendra C. D. Ribeiro,Julia M. M. Gonçalves,WIT
Indra Matsiendra C. D. Ribeiro,Luísa M. Laboissiere,WIT
Indra Matsiendra C. D. Ribeiro,Marcella D. Ferreira,WIT
Indra Matsiendra C. D. Ribeiro,Michele A. Brandão,WIT
Indra Matsiendra C. D. Ribeiro,Mirella M. Moro,WIT
Izabela A. Andrade,Julia M. M. Gonçalves,WIT
Izabela A. Andrade,Luísa M. Laboissiere,WIT
Izabela A. Andrade,Marcella D. Ferreira,WIT
Izabela A. Andrade,Michele A. Brandão,WIT
Izabela A. Andrade,Mirella M. Moro,WIT
Julia M. M. Gonçalves,Luísa M. Laboissiere,WIT
Julia M. M. Gonçalves,Marcella D. Ferreira,WIT
Julia M. M. Gonçalves,Michele A. Brandão,WIT
Julia M. M. Gonçalves,Mirella M. Moro,WIT
Luísa M. Laboissiere,Marcella D. Ferreira,WIT
Luísa M. Laboissiere,Michele A. Brandão,WIT
Luísa M. Laboissiere,Mirella M. Moro,WIT
Marcella D. Ferreira,Michele A. Brandão,WIT
Marcella D. Ferreira,Mirella M. Moro,WIT
Michele A. Brandão,Mirella M. Moro,WIT
Bruna Mariana Souza,Juliana Magalhães,WIT
Bruna Mariana Souza,Júlia Luiza Conceição,WIT
Bruna Mariana Souza,Rosiane Freitas,WIT
Juliana Magalhães,Júlia Luiza Conceição,WIT
Juliana Magalhães,Rosiane Freitas,WIT
Júlia Luiza Conceição,Rosiane Freitas,WIT
Elisa Yumi Nakagawa,Valdemar Neto,CTIC
Elisa Yumi Nakagawa,Wallace Manzano,CTIC
Valdemar Neto,Wallace Manzano,CTIC
